id	SC_unfresh_1	SC_fresh_5	SC_unfresh_2	SC_fresh_6	SC_unfresh_3	Myo_unfresh_1	SC_fresh_1	Myo_unfresh_2	SC_fresh_2	Myo_unfresh_3	SC_fresh_3	Myo_unfresh_4	SC_fresh_4
Rarres2	40	84	43	53	30	1	69	0	28	0	12	2	6
Rars	31	18	44	9	28	442	89	128	33	230	16	285	6
Rars2	11	4	15	7	12	87	34	38	22	93	2	95	1
Rasa1	40	13	27	2	23	248	16	63	12	411	9	503	2
Rasa2	11	5	7	2	9	23	11	6	11	31	2	27	1
Rasa3	22	9	28	6	19	85	22	55	11	70	7	45	3
Rasa4	2	2	4	3	3	38	2	40	3	27	1	40	1
Rasal1	0	0	0	0	0	0	0	0	0	0	0	3	0
Rasal2	19	10	8	7	6	18	16	3	5	23	2	36	3
Rasal3	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasd1	6	2	3	1	5	1	6	0	3	1	1	1	0
Rasd2	0	0	2	0	0	0	0	0	2	1	0	0	0
Rasef	0	0	0	0	0	0	0	0	0	1	0	0	0
Rasgef1a	2	1	0	0	0	0	0	0	0	0	1	0	1
Rasgef1b	1	1	0	0	3	1	0	1	0	3	0	1	0
Rasgef1c	0	0	1	0	1	0	1	0	0	0	0	0	0
Rasgrf1	0	0	0	0	0	2	0	0	0	0	0	0	0
Rasgrf2	2	2	3	0	0	0	3	1	0	0	1	1	0
Rasgrp1	0	0	1	0	1	0	0	0	0	0	0	0	0
Rasgrp2	4	0	1	1	1	1	4	0	0	0	1	2	1
Rasgrp3	5	7	4	2	3	7	2	0	0	2	0	6	1
Rasgrp4	1	0	1	0	0	0	0	0	0	1	0	1	0
Rasip1	5	4	15	2	6	5	15	4	2	7	0	8	2
Rasl10a	0	0	0	0	0	1	1	1	0	6	0	6	0
Rasl10b	0	0	0	0	0	0	0	0	0	0	0	2	0
Rasl11a	9	5	14	0	7	84	7	73	2	37	5	47	4
Rasl11b	3	0	3	0	0	1	2	1	3	5	1	8	1
Rasl12	6	9	6	8	5	3	6	0	0	4	2	5	1
Rasl2-9	0	0	0	0	0	0	0	0	0	2	0	0	0
Rassf1	36	18	30	10	40	118	61	45	25	60	6	92	4
Rassf10	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf2	2	1	0	2	0	0	4	2	0	1	0	1	0
Rassf3	13	5	13	1	8	24	11	6	3	52	2	52	0
Rassf4	3	1	2	1	2	0	7	0	4	3	2	0	0
Rassf5	0	0	2	0	0	3	0	1	1	1	0	2	0
Rassf6	0	0	0	0	0	1	0	0	0	0	0	1	0
Rassf7	3	0	1	0	0	59	0	30	0	79	0	84	0
Rassf8	1	0	0	0	0	0	1	0	1	0	0	2	0
Rassf9	4	3	3	0	2	0	2	0	0	0	0	0	0
Raver1	6	2	5	3	3	11	13	14	6	7	2	14	1
Raver1-fdx1l	0	0	0	0	0	1	0	0	0	0	0	0	0
Raver2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rax	2	0	0	0	0	0	0	0	0	0	0	0	0
Rb1	8	1	7	0	4	24	4	2	3	84	0	65	1
Rb1cc1	32	10	23	8	31	51	28	10	15	80	11	86	1
Rbak	2	0	0	4	7	4	8	2	0	4	0	6	1
Rbbp4	148	86	136	80	107	1117	247	729	139	1096	36	1222	18
Rbbp5	13	7	10	8	10	42	10	34	13	28	4	38	0
Rbbp6	136	95	146	71	58	413	215	77	109	299	55	376	18
Rbbp7	205	111	213	77	136	1035	397	397	171	751	56	860	8
Rbbp8	8	4	7	5	8	48	10	9	6	30	1	44	1
Rbbp8nl	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp9	31	19	37	9	19	62	43	14	26	49	10	61	2
Rbck1	17	12	30	14	24	59	38	28	30	31	8	40	4
Rbfa	28	20	26	9	21	115	52	63	23	71	5	100	3
Rbfox1	3	0	1	0	2	28	0	27	0	47	0	63	1
Rbfox2	70	23	52	31	35	228	83	150	37	400	6	480	13
Rbfox3	0	1	0	1	0	0	0	0	0	0	0	0	0
Rbks	0	1	1	1	1	2	2	1	1	6	0	6	0
Rbl1	2	3	1	1	1	20	5	10	2	7	0	14	0
Rbl2	5	4	5	8	6	2	3	1	2	3	3	2	1
Rbm10	14	7	20	1	11	80	38	44	7	57	7	56	1
Rbm11	2	2	4	2	0	1	2	2	1	1	0	1	0
Rbm12	9	3	20	1	8	29	13	10	8	30	2	29	0
Rbm12b1	2	0	7	0	0	4	4	3	1	10	2	11	0
Rbm12b2	8	5	8	4	4	20	10	3	7	7	1	9	3
Rbm14	12	12	15	6	7	91	20	97	18	52	3	48	0
Rbm15	5	3	13	4	4	22	3	7	5	13	1	14	0
Rbm15b	6	4	6	2	5	24	8	13	2	23	1	33	2
Rbm17	38	13	38	10	21	138	56	39	21	114	9	149	4
Rbm18	30	15	35	11	17	122	44	28	16	111	6	138	5
Rbm19	12	5	7	7	6	61	12	46	10	40	1	36	0
Rbm20	16	8	19	3	16	52	16	23	6	56	1	54	1
Rbm22	53	19	50	14	33	152	76	95	47	80	16	81	8
Rbm24	1	5	13	2	10	84	24	60	7	173	2	261	1
Rbm25	149	76	171	87	104	542	234	106	104	396	57	414	26
Rbm26	26	12	31	12	19	36	45	4	17	45	8	48	1
Rbm27	17	16	40	12	19	71	35	20	28	70	11	66	6
Rbm28	26	16	33	6	23	193	41	45	21	79	5	118	2
Rbm3	282	172	476	136	198	3258	617	1559	303	1726	100	1719	38
Rbm31y	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm33	16	10	16	7	8	38	9	10	11	22	7	38	0
Rbm34	11	7	11	7	5	77	21	21	6	74	5	83	4
Rbm38	3	1	7	1	3	61	8	32	3	84	1	96	0
Rbm39	207	89	234	105	131	381	302	80	115	295	67	358	41
Rbm4	15	7	12	4	4	106	42	61	15	85	6	105	1
Rbm41	11	5	10	5	8	42	13	26	8	55	2	62	1
Rbm42	42	38	52	22	34	126	72	116	30	86	16	110	6
Rbm43	11	5	6	5	7	14	19	3	13	4	3	8	5
Rbm44	0	0	0	0	0	0	0	0	0	0	0	1	0
Rbm45	8	8	8	4	4	49	10	16	6	29	5	40	0
Rbm46	0	0	0	0	0	0	0	1	0	1	0	8	0
Rbm47	0	0	14	0	2	41	0	9	0	9	1	13	0
Rbm48	13	13	15	9	10	40	19	13	14	27	4	36	2
Rbm4b	11	8	11	6	6	35	20	13	16	16	7	26	3
Rbm5	76	23	74	22	34	143	64	44	46	92	16	105	6
Rbm6	46	18	47	21	18	134	63	25	21	93	14	97	0
Rbm7	49	24	45	20	36	93	94	24	48	108	22	111	1
Rbm8a	445	189	527	143	273	3237	740	869	351	1689	118	1871	36
Rbms1	67	61	83	36	61	213	93	27	44	164	28	193	12
Rbms2	50	17	65	24	41	164	79	123	34	117	18	153	13
Rbms3	100	52	66	32	81	28	120	11	57	49	20	71	10
Rbmx	28	33	43	16	19	60	83	32	35	30	19	35	2
Rbmx2	18	9	20	13	8	93	39	42	16	59	8	77	3
Rbmxl1	116	50	89	43	53	1058	248	373	123	515	28	623	10
Rbmxl2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbmy	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbp1	5	6	16	3	8	43	14	28	3	70	3	32	4
Rbp2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbp3	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbp4	2	2	2	2	2	1	3	0	1	2	1	0	0
Rbp7	80	73	122	49	57	2	139	1	41	3	14	2	15
Rbpj	62	32	61	27	40	407	86	252	47	369	23	472	12
Rbpjl	0	0	0	1	0	0	0	0	0	0	0	0	0
Rbpms	7	4	3	4	3	4	2	1	1	6	1	6	2
Rbpms2	0	0	1	0	2	61	1	5	1	22	1	25	1
Rbx1	618	464	823	307	364	4885	1478	2670	730	3697	198	4306	73
Rc3h1	25	13	26	11	21	51	24	12	18	34	10	44	2
Rc3h2	22	3	19	2	11	40	14	6	5	57	5	41	0
Rcan1	8	7	7	2	6	16	8	13	2	38	0	36	1
Rcan2	22	14	22	11	19	2	25	1	22	14	5	12	5
Rcan3	7	2	11	1	8	33	13	6	0	7	2	18	2
Rcbtb1	10	5	6	6	7	68	11	6	14	42	3	36	0
Rcbtb2	17	20	19	10	5	56	29	28	17	75	5	101	3
Rcc1	19	5	14	4	13	158	37	119	13	50	3	59	0
Rcc2	26	18	64	17	27	196	53	135	28	114	6	135	8
Rccd1	1	0	1	0	0	4	0	0	1	3	0	4	0
Rce1	21	8	15	11	5	48	31	25	17	37	4	35	1
Rchy1	51	32	49	15	17	198	86	60	42	190	21	221	2
Rcl1	24	13	32	12	21	100	55	29	35	33	8	48	3
Rcn1	68	7	39	5	33	103	38	47	16	117	6	156	2
Rcn2	24	12	31	13	16	119	40	52	21	120	9	183	5
Rcn3	214	186	269	142	137	73	476	145	302	209	99	246	38
Rcor1	14	2	6	3	4	18	12	2	5	13	2	26	0
Rcor2	0	0	2	0	1	10	4	7	1	11	0	7	0
Rcor3	9	7	9	6	6	17	16	3	11	21	3	21	2
Rcsd1	1	2	3	1	0	0	2	1	0	1	0	3	1
Rcvrn	0	0	0	0	0	0	0	0	0	1	0	0	0
Rd3	1	0	2	0	0	2	2	2	0	6	1	7	0
Rdh1	2	2	2	1	2	1	6	3	1	1	1	0	0
Rdh10	1	1	4	0	0	3	1	2	1	11	0	25	0
Rdh11	2	0	7	0	6	14	10	13	5	5	0	19	0
Rdh12	0	0	0	0	0	2	0	1	0	0	0	0	0
Rdh13	9	4	17	3	11	45	11	28	4	32	4	37	3
Rdh14	10	7	13	6	10	72	18	18	7	68	7	71	0
Rdh16	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh18-ps	2	1	1	1	1	0	0	1	0	1	1	2	0
Rdh19	0	0	1	0	0	0	0	0	0	1	0	0	0
Rdh5	46	23	29	27	27	132	90	142	48	46	15	97	5
Rdh7	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh8	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh9	0	0	0	0	0	1	2	0	1	0	0	5	0
Rdm1	33	15	32	12	19	37	56	33	44	34	12	65	5
Rdx	133	57	119	72	71	226	155	72	69	270	39	325	11
Rec8	0	0	0	0	0	0	0	0	0	1	0	0	0
Reck	1	2	13	1	1	1	4	0	5	1	0	2	0
Recql	6	3	5	0	6	16	8	10	3	13	1	15	1
Recql4	3	1	0	0	0	11	1	8	1	5	1	11	0
Recql5	6	0	7	1	4	10	6	12	1	10	3	10	1
Reep1	2	4	5	7	4	15	3	8	1	39	1	43	0
Reep2	4	2	1	0	0	13	1	20	0	17	0	30	0
Reep3	52	33	34	34	26	188	87	57	39	82	15	114	12
Reep4	6	4	6	1	6	72	10	10	8	25	3	29	1
Reep5	286	178	281	154	189	1603	507	769	287	1470	103	1576	44
Reep6	5	7	5	3	5	9	23	19	5	32	0	12	1
Reg1	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg2	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3a	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3b	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3g	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg4	0	0	0	0	0	0	0	0	0	0	0	0	0
Rel	1	1	1	0	3	0	4	1	2	5	0	1	0
Rela	50	28	64	27	38	79	77	63	41	67	21	91	10
Relb	14	11	1	8	9	17	14	3	5	25	4	34	2
Rell1	28	13	29	4	17	48	21	14	13	79	3	90	3
Rell2	0	0	0	0	0	0	0	0	0	0	0	0	0
Reln	6	1	2	0	4	61	4	14	1	49	0	57	0
Relt	0	0	2	1	2	14	1	14	2	16	0	17	0
Rem1	52	59	32	31	13	76	88	26	37	87	18	90	4
Rem2	0	0	1	0	0	9	0	7	0	5	0	3	0
Ren1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ren2	0	0	0	0	0	0	0	0	0	0	0	0	0
Renbp	7	6	8	10	4	33	7	14	4	65	1	113	0
Rep15	0	0	0	0	0	1	1	0	0	1	0	1	0
Repin1	15	6	24	8	10	36	23	15	10	29	1	34	2
Reps1	35	25	35	21	18	115	83	60	42	62	12	66	2
Reps2	7	4	2	2	3	0	4	0	4	2	2	4	0
Rer1	134	93	143	65	77	582	310	268	129	397	32	487	14
Rere	18	4	16	3	6	22	26	15	10	25	4	32	1
Rerg	1	8	5	5	2	0	13	0	3	0	0	0	0
Rergl	1	0	0	0	0	0	0	0	0	0	0	0	0
Resp18	0	0	0	0	0	0	0	0	0	0	0	0	0
Rest	18	11	22	13	12	115	42	48	22	101	4	133	1
Ret	23	6	8	12	10	1	30	0	16	0	6	2	0
Retn	1	0	0	0	0	0	0	0	0	1	0	0	0
Retnla	166	7	410	12	144	3	63	1	61	2	6	2	5
Retnlb	0	0	0	0	0	0	0	0	0	0	0	0	0
Retnlg	0	0	0	0	0	0	0	0	0	0	0	0	0
Retsat	10	9	25	7	14	146	39	53	20	40	6	40	4
Rev1	3	0	2	2	6	11	5	6	4	8	1	8	0
Rev3l	29	7	32	8	22	19	20	6	21	15	10	21	3
Rex2	0	0	0	0	0	0	0	0	0	0	0	1	0
Rexo1	17	25	18	10	17	111	38	65	30	56	8	55	6
Rexo2	41	18	46	18	23	251	82	177	33	217	9	255	4
Rexo4	19	8	24	11	20	107	38	66	13	64	3	89	5
Rfc1	62	15	79	44	66	288	121	60	64	171	28	200	6
Rfc2	15	10	11	9	9	194	45	146	22	81	4	84	4
Rfc3	18	8	11	9	22	221	65	143	36	139	7	168	4
Rfc4	21	8	23	8	20	160	69	87	23	89	4	85	3
Rfc5	9	2	15	0	10	66	27	56	14	27	3	33	3
Rfesd	14	4	10	5	5	57	17	19	13	56	7	58	3
Rffl	0	2	4	4	0	2	4	1	1	2	0	2	0
Rfk	36	14	37	9	14	58	48	21	28	61	4	62	7
Rfng	5	3	5	3	5	7	5	8	4	25	4	26	0
Rfpl3s	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfpl4	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfpl4b	0	0	0	0	0	0	0	0	0	0	0	0	0
Rft1	11	4	13	10	9	21	19	15	8	14	4	20	1
Rftn1	12	7	16	10	18	6	26	1	9	12	1	10	1
Rftn2	19	14	14	13	12	24	25	51	22	119	5	155	0
Rfwd2	30	11	14	3	13	57	17	18	12	60	2	74	1
Rfwd3	13	2	12	1	8	83	12	40	2	32	4	47	2
Rfx1	4	1	3	3	1	6	6	3	3	8	0	21	1
Rfx2	3	2	4	0	3	3	4	2	3	4	1	4	2
Rfx3	7	9	7	4	5	7	6	2	7	10	4	13	0
Rfx4	0	0	0	1	0	1	1	0	0	0	0	0	0
Rfx5	9	3	4	3	5	6	15	7	8	9	4	9	1
Rfx6	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx7	16	5	16	4	14	54	19	6	12	24	5	29	3
Rfx8	0	0	0	0	0	8	1	8	0	4	0	6	0
Rfxank	8	13	16	10	13	24	20	25	15	26	4	34	3
Rfxap	50	25	70	11	17	123	81	60	26	90	13	93	5
Rgag1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgag4	110	61	85	38	38	802	171	261	81	372	32	522	8
Rgcc	25	28	25	19	14	2	13	1	6	3	0	7	6
Rgl1	7	3	9	1	2	8	3	8	2	9	4	5	1
Rgl2	24	16	13	11	17	58	25	28	11	34	6	27	1
Rgl3	5	2	6	2	3	5	2	5	3	8	0	6	0
Rgma	23	14	23	2	8	2	27	0	10	1	6	2	4
Rgmb	31	34	46	19	18	17	57	10	25	20	15	27	9
Rgn	1	0	0	0	0	0	0	0	0	1	0	2	0
Rgp1	6	3	13	1	4	41	19	24	8	33	5	43	1
Rgr	1	0	0	0	0	0	1	0	0	0	0	0	0
Rgs1	0	0	0	0	2	0	0	0	0	0	0	0	0
Rgs10	3	5	10	2	5	35	12	36	8	20	3	44	2
Rgs11	1	0	2	2	0	1	1	0	2	2	2	5	0
Rgs12	4	0	5	5	3	217	1	198	3	136	2	141	0
Rgs13	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs14	0	0	1	0	1	1	0	0	0	0	0	0	0
Rgs16	17	13	31	6	24	150	132	26	33	89	8	117	2
Rgs17	1	0	1	0	2	51	0	12	0	49	0	87	0
Rgs18	0	0	0	0	1	0	0	0	0	0	0	0	0
Rgs19	16	13	13	6	8	115	32	64	17	74	4	100	2
Rgs2	232	54	128	48	60	43	287	4	98	9	30	11	13
Rgs20	1	1	0	0	2	2	3	2	2	3	1	4	0
Rgs22	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs3	13	6	16	12	6	41	7	63	4	67	2	106	0
Rgs4	24	28	23	30	15	38	39	58	17	36	5	64	13
Rgs5	81	89	89	34	65	15	61	33	25	273	11	286	40
Rgs6	0	1	0	0	0	0	0	1	0	0	0	0	0
Rgs7	0	0	1	0	0	1	1	0	0	1	0	0	0
Rgs7bp	0	0	0	1	0	0	1	0	0	0	1	0	0
Rgs8	0	1	1	0	2	1	4	1	0	2	0	2	0
Rgs9	7	0	1	2	0	0	0	0	1	2	1	0	0
Rgs9bp	0	1	0	0	0	0	1	0	1	0	0	0	0
Rgsl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhag	0	0	0	0	0	0	0	1	0	1	0	0	0
Rhbdd1	16	14	17	3	15	44	10	24	9	39	2	58	1
Rhbdd2	9	7	14	5	13	48	9	35	6	51	4	52	2
Rhbdd3	5	2	6	2	5	31	13	31	7	31	1	36	0
Rhbdf1	22	25	23	13	8	28	38	25	19	55	7	67	8
Rhbdf2	2	1	10	0	4	6	7	2	5	7	1	9	1
Rhbdl1	0	1	2	0	0	2	1	0	5	1	1	1	0
Rhbdl2	0	0	1	0	2	2	0	1	2	1	0	3	0
Rhbdl3	1	1	2	0	0	0	4	0	3	1	0	0	0
Rhbg	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhcg	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhd	0	0	0	0	0	0	0	0	0	0	1	0	0
Rheb	72	39	59	31	43	327	124	62	60	260	13	335	13
Rhebl1	5	8	18	3	3	12	15	9	7	16	6	19	0
Rhno1	19	6	23	8	13	131	40	64	18	77	4	71	4
Rho	0	0	0	0	0	0	0	0	0	1	0	0	0
Rhoa	364	183	335	170	217	1289	615	685	300	682	77	885	41
Rhob	64	29	56	31	56	47	74	51	38	83	6	93	10
Rhobtb1	8	2	2	5	4	19	7	14	5	14	1	39	1
Rhobtb2	9	1	9	2	9	19	7	2	6	2	4	6	0
Rhobtb3	20	1	17	6	9	109	21	24	10	73	4	64	2
Rhoc	61	32	55	21	40	506	97	338	51	383	17	537	12
Rhod	3	2	2	0	1	66	3	52	0	61	0	86	1
Rhof	0	0	1	0	0	2	0	0	1	1	0	0	0
Rhog	47	59	93	27	49	209	106	207	73	230	25	215	10
Rhoh	17	18	20	11	10	2	62	1	14	6	8	4	1
Rhoj	203	110	179	80	171	16	231	10	133	16	51	11	28
Rhoq	30	4	16	5	7	71	29	22	14	162	4	191	3
Rhot1	17	8	16	4	14	44	32	7	15	41	6	43	3
Rhot2	10	3	7	1	8	31	10	12	5	25	1	30	2
Rhou	4	0	4	0	3	14	1	8	0	34	0	31	0
Rhov	0	0	0	0	0	0	0	0	0	0	0	2	0
Rhox1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox10	0	0	0	0	0	1	0	0	0	3	0	1	0
Rhox11	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox13	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3g	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox5	1	1	0	0	1	2	0	1	0	1	0	2	0
Rhox6	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox7	0	0	0	0	0	1	0	0	0	0	0	0	0
Rhox8	2	1	1	4	2	1	2	0	6	1	3	1	0
Rhox9	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhpn1	0	0	1	0	0	1	0	0	0	4	0	6	0
Rhpn2	1	0	0	0	0	2	0	3	0	5	0	2	0
Rian	70	34	38	5	56	59	105	3	40	36	14	38	11
Ribc1	1	0	0	0	0	5	2	4	0	2	0	9	0
Ribc2	0	0	0	0	0	1	0	0	0	1	0	1	0
Ric3	0	0	3	0	0	0	1	0	1	0	0	0	0
Ric8	20	13	23	12	17	76	32	72	18	104	5	115	2
Ric8b	17	13	11	7	8	24	10	7	6	10	3	19	0
Rictor	9	13	11	6	6	21	10	5	4	17	5	28	3
Rif1	25	13	23	15	31	46	22	8	11	43	12	49	4
Riiad1	1	0	0	0	0	2	1	3	0	5	0	9	0
Rilp	0	1	1	0	0	6	0	6	1	5	0	5	0
Rilpl1	16	5	15	4	9	19	11	15	7	45	4	60	5
Rilpl2	15	9	15	7	7	20	19	9	15	20	3	40	2
Rimbp2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp3	0	0	0	0	0	0	0	0	0	2	0	0	0
Rimkla	0	0	0	0	0	0	0	0	0	1	0	0	0
Rimklb	0	0	0	0	0	0	0	0	0	0	0	0	0
Rims1	0	0	0	0	0	0	0	0	0	0	1	0	0
Rims2	0	0	0	0	0	2	0	4	0	3	0	4	0
Rims3	0	0	0	0	0	1	0	0	0	0	0	0	0
Rims4	0	0	0	0	0	0	0	0	0	0	0	0	0
Rin1	13	5	8	2	6	197	21	107	8	166	1	219	0
Rin2	11	2	14	10	12	25	13	1	13	12	8	18	4
Rin3	6	0	2	1	1	22	1	10	3	11	0	20	0
Ring1	20	11	18	10	9	12	23	11	18	11	3	16	3
Rinl	5	3	6	2	2	0	9	1	0	3	0	1	0
Rint1	7	6	5	1	4	35	18	19	7	27	5	38	0
Riok1	34	22	38	20	24	100	51	31	24	67	8	79	1
Riok2	15	10	25	10	21	213	36	50	19	130	5	141	5
Riok3	24	24	27	15	11	81	43	18	16	138	8	185	3
Ripk1	11	4	10	2	6	25	7	10	6	14	3	29	0
Ripk2	2	0	4	0	1	13	5	2	3	9	0	18	0
Ripk3	2	0	5	0	1	50	2	57	1	106	0	106	2
Ripk4	0	0	1	0	0	0	0	0	0	0	0	2	0
Ripply1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripply2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripply3	15	14	16	11	6	3	19	5	9	7	5	17	1
Rit1	47	21	34	26	29	70	63	49	31	79	6	105	6
Rit2	0	0	0	0	0	1	0	0	0	0	0	0	0
Rlbp1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rlf	19	4	21	4	14	50	18	9	7	39	4	64	1
Rlim	16	4	20	6	14	64	18	27	17	86	6	101	5
Rln1	0	1	0	0	0	1	1	0	0	1	0	0	0
Rln3	0	0	0	0	0	0	0	0	0	0	0	0	0
Rltpr	0	0	0	0	0	1	0	0	0	1	0	0	0
Rmdn1	6	5	16	3	7	38	17	7	9	61	5	56	2
Rmdn2	4	0	1	2	0	7	2	0	0	9	1	7	1
Rmdn3	13	3	17	7	11	49	24	21	8	43	2	32	4
Rmi1	5	1	3	0	6	32	11	4	0	21	1	23	1
Rmi2	49	49	58	26	17	500	59	295	64	478	19	677	7
Rmnd1	4	4	0	0	3	14	5	2	4	12	0	16	0
Rmnd5a	27	5	22	4	19	21	28	7	12	27	4	44	2
Rmnd5b	14	5	14	4	7	15	18	14	6	23	2	38	1
Rmrp	1	0	0	0	0	0	0	0	0	0	0	0	0
Rmst	0	0	0	0	0	1	0	0	0	1	0	0	0
Rn4.5s	176	16	86	16	24	17	44	9	67	13	11	16	2
Rn45s	21080	24872	27930	28437	27496	201304	54493	155380	30694	126934	18484	95561	6561
Rnase1	0	0	0	0	1	0	0	0	0	0	1	0	0
Rnase10	0	0	0	0	0	1	0	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase12	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase4	79	38	63	27	48	75	74	18	68	59	26	72	9
Rnase6	1	0	4	0	2	0	0	0	1	0	0	0	0
Rnase9	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh1	13	10	22	5	14	56	19	23	19	30	5	30	1
Rnaseh2a	81	63	84	24	63	605	172	488	89	294	19	315	4
Rnaseh2b	50	21	56	13	28	177	93	33	53	81	5	82	5
Rnaseh2c	143	113	170	45	86	767	247	571	149	484	36	537	14
Rnasek	370	268	466	216	285	1276	672	1023	394	1478	131	1461	91
Rnasel	3	1	2	1	0	6	6	0	1	7	0	2	0
Rnaset2a	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnaset2b	2	0	0	0	0	1	1	0	0	2	0	2	0
Rnd1	2	1	0	1	0	20	1	2	1	10	1	6	0
Rnd2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnd3	67	15	69	13	26	68	72	29	42	86	22	126	8
Rnf10	54	28	46	28	29	133	57	84	29	128	8	133	6
Rnf103	8	3	7	2	3	7	7	3	3	18	0	32	2
Rnf11	22	3	25	7	21	57	27	32	14	143	4	197	3
Rnf111	8	10	11	4	15	46	15	22	4	48	6	48	0
Rnf112	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf113a1	4	4	6	3	2	30	7	13	5	26	2	20	1
Rnf113a2	21	18	28	10	8	50	31	35	23	56	6	53	4
Rnf114	95	58	73	39	60	160	167	136	89	126	23	166	10
Rnf115	9	3	11	4	5	35	9	6	5	31	4	41	0
Rnf121	6	1	7	2	5	34	2	29	7	18	3	35	3
Rnf122	15	24	34	8	14	17	50	16	28	30	10	18	4
Rnf123	3	0	2	0	2	2	1	2	1	4	0	5	1
Rnf125	2	4	4	3	2	1	3	1	3	1	0	0	1
Rnf126	2	3	6	3	0	37	12	20	9	18	2	24	0
Rnf128	1	0	1	0	0	43	1	4	0	34	0	50	0
Rnf13	58	33	60	23	32	58	82	9	38	80	14	92	4
Rnf130	49	23	52	18	18	17	47	8	38	21	10	25	3
Rnf133	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf135	2	4	3	2	1	12	7	5	3	10	0	9	0
Rnf138	24	19	23	14	18	58	32	8	22	50	1	57	3
Rnf138rt1	0	0	1	0	0	0	0	0	1	1	0	1	0
Rnf139	15	11	15	8	12	61	20	19	10	69	3	86	2
Rnf14	29	24	26	11	16	199	49	73	31	152	13	155	2
